year,title,genre
1983,Indru Nee Nalai Naan,unknown
1983,Kann Sivanthaal Mann Sivakkum,unknown
1983,Malaiyoor Mambattiyan,unknown
1983,Mann Vasanai,unknown
1983,Mundhanai Mudichu,unknown
1983,Oru Indhiya Kanavu,unknown
1983,Oru Odai Nadhiyagirathu,unknown
1983,Paayum Puli,unknown
1983,Poikkal Kudhirai,unknown
1983,Salangai Oli,unknown
1983,Sivappu Sooriyan,unknown
1983,Thai Veedu,unknown
1983,Thoongadhey Thambi Thoongadhey,unknown
1983,Thudikkum Karangal,unknown
1983,Vellai Roja,unknown
1984,24 Mani Neram,unknown
1984,Achamillai Achamillai,unknown
1984,Anbulla Rajinikanth,unknown
1984,Dhavani Kanavugal,unknown
1984,Enakkul Oruvan,unknown
1984,Kai Kodukkum Kai,unknown
1984,My Dear Kuttichathan,unknown
1984,Naan Mahaan Alla,unknown
1984,Neengal Kettavai,unknown
1984,Nenjathai Allitha,unknown
1984,Ninaivugal,unknown
1984,Nooravathu Naal,unknown
1984,Poovilangu,unknown
1984,Sirai,unknown
1984,Thambikku Entha Ooru,unknown
1984,Vaidehi Kathirunthal,unknown
1984,Vidhi,unknown
1985,Aan Paavam,unknown
1985,Aduthathu Albert,unknown
1985,Andha Oru Nimidam,unknown
1985,Aval Sumangalithan,unknown
1985,Chidambara Rahasiyam,unknown
1985,Chinna Veedu,unknown
1985,Idaya Kovil,unknown
1985,Japanil Kalyanaraman,unknown
1985,Kaakki Sattai,unknown
1985,Kalyana Agathigal,unknown
1985,Kanni Rasi,unknown
1985,Kunguma Chimil,unknown
1985,Mangamma Sapatham,unknown
1985,Meendum Oru Kaathal Kathai,unknown
1985,Muthal Mariyathai,unknown
1985,Naan Sigappu Manithan,unknown
1985,Nalla Thambi,unknown
1985,Paartha Gnabagam Illayo,unknown
1985,Padikkadavan,unknown
1985,Pagal Nilavu,unknown
1985,Pillai Nila,unknown
1985,Poove Poochooda Vaa,unknown
1985,Puthiya Sagaptham,unknown
1985,Rajathi Rojakili,unknown
1985,Raman Sreeraman,unknown
1985,Saavi,unknown
1985,Sindhu Bhairavi,unknown
1985,Sri Raghavendrar,unknown
1985,Thendrale Ennai Thodu,unknown
1985,Udaya Geetham,unknown
1985,Uyarndha Ullam,unknown
1985,Yaar?,unknown
1986,Amman Kovil Kizhakale,unknown
1986,Aruvadai Naal,unknown
1986,Dharma Pathini,unknown
1986,Kadalora Kavithaigal,unknown
1986,Mandhira Punnagai,unknown
1986,Manithanin Marupakkam,unknown
1986,Marumagal,unknown
1986,Mella Thirandhathu Kadhavu,unknown
1986,Mouna Ragam,unknown
1986,Mr. Bharath,unknown
1986,Naan Adimai Illai,unknown
1986,Oomai Vizhigal,unknown
1986,Paalaivana Rojakkal,unknown
1986,Piranthaen Valarnthaen,unknown
1986,Punnagai Mannan,unknown
1986,Puthir,unknown
1986,Saadhanai,unknown
1986,Samsaram Adhu Minsaram,unknown
1986,Sarvam Sakthimayam,unknown
1986,Unakkaagave Vaazhgiren,unknown
1986,Uyire Unakkaga,unknown
1986,Vettai,unknown
1986,Vidinja Kalyanam,unknown
1986,Viduthalai,unknown
1986,Vikram,unknown
1987,Aalappirandhavan,unknown
1987,Chinna Poove Mella Pesu,unknown
1987,Chinna Thambi Periya Thambi,unknown
1987,Cooliekkaran,unknown
1987,Enga Ooru Pattukaran,unknown
1987,Jallikattu,unknown
1987,Kadamai Kanniyam Kattupaadu,unknown
1987,Kadhal Parisu,unknown
1987,Kootu Puzhukkal,unknown
1987,Makkal En Pakkam,unknown
1987,Manathil Uruthi Vendum,unknown
1987,Manithan,unknown
1987,Michael Raj,unknown
1987,My Dear Lisa,unknown
1987,Nayakan,unknown
1987,Ninaive Oru Sangeetham,unknown
1987,Oorkavalan,unknown
1987,Paadu Nilave,unknown
1987,Per Sollum Pillai,unknown
1987,Poovizhi Vasalile,unknown
1987,Rettai Vaal Kuruvi,unknown
1987,Solvadhellam Unmai,unknown
1987,Thulasi,unknown
1987,Vedham Pudhithu,unknown
1988,Agni Natchathiram,unknown
1988,Annanagar Mudhal Theru,unknown
1988,Dharmathin Thalaivan,unknown
1988,En Bommukutty Ammavukku,unknown
1988,En Jeevan Paduthu,unknown
1988,En Thangachi Padichava,unknown
1988,En Thangai Kalyani,unknown
1988,En Vazhi Thani Vazhi,unknown
1988,Guru Sishyan,unknown
1988,Idhu Namma Aalu,unknown
1988,Kai Naattu,unknown
1988,Kaliyugam,unknown
1988,Kan Simittum Neram,unknown
1988,Manamagale Vaa,unknown
1988,Manasukkul Mathappu,unknown
1988,Nallavan,unknown
1988,Oruvar Vaazhum Aalayam,unknown
1988,Paatti Sollai Thattathe,unknown
1988,Penmani Aval Kanmani,unknown
1988,Poonthotta Kaavalkaaran,unknown
1988,Puthiya Vaanam,unknown
1988,Sahadevan Mahadevan,unknown
1988,Sathya,unknown
1988,Solla Thudikuthu Manasu,unknown
1988,Thaimel Aanai,unknown
1988,Therkathi Kallan,unknown
1988,Unnal Mudiyum Thambi,unknown
1988,Urimai Geetham,unknown
1988,Vasanthi,unknown
1988,Veedu,unknown
1989,Aararo Aariraro,unknown
1989,Andru Peytha Mazhaiyil,unknown
1989,Apoorva Sagodharargal,unknown
1989,Chinnappadass,unknown
1989,En Rathathin Rathame,unknown
1989,Kadhal Enum Nadhiyinile,unknown
1989,Karagattakaran,unknown
1989,Mappillai,unknown
1989,Naalaiya Manithan,unknown
1989,Nyaya Tharasu,unknown
1989,Paandi Nattu Thangam,unknown
1989,Paattukku Oru Thalaivan,unknown
1989,Pudhu Pudhu Arthangal,unknown
1989,Raja Chinna Roja,unknown
1989,Rajadhi Raja,unknown
1989,Rajanadai,unknown
1989,Sandhya Raagam,unknown
1989,Siva,unknown
1989,Thaai Naadu,unknown
1989,Thangamani Rangamani,unknown
1989,Thiruppu Munai,unknown
1989,Uthama Purushan,unknown
1989,Varusham Padhinaaru,unknown
1990,Idhaya Thamarai,unknown
1990,Kavalukku Kettikaran,unknown
1990,Nalla Kaalam Porandaachu,unknown
1990,Panakkaran,unknown
1990,Pulan Visaranai,unknown
1990,Aadi Velli,unknown
1990,Salem Vishnu,unknown
1990,Arangetra Velai,unknown
1990,Paalam,unknown
1990,Jagathalaprathapan,unknown
1990,Unnai Solli Kutramillai,unknown
1990,Pondatti Thevai,unknown
1990,Pudhu Padagan,unknown
1990,Pudhu Vasantham,unknown
1990,Varavu Nalla Uravu,unknown
1990,Maruthu Pandi,unknown
1990,Sandhana Kaatru,unknown
1990,Pathimoonam Number Veedu,unknown
1990,Athisaya Piravi,unknown
1990,Mounam Sammadham,unknown
1990,Vedikkai En Vadikkai,unknown
1990,Adhisaya Manithan,unknown
1990,Nila Penne,unknown
1990,Anjali,unknown
1990,Kizhakku Vasal,unknown
1990,Keladi Kanmani,unknown
1990,Inaindha Kaigal,unknown
1990,Durgaa,unknown
1990,Velai Kidaichuduchu,unknown
1990,My Dear Marthandan,unknown
1990,Thalattu Padava,unknown
1990,Oru Veedu Iru Vasal,unknown
1990,Puriyaadha Pudhir,unknown
1990,Palaivana Paravaigal,unknown
1990,Sathan Sollai Thattathe,unknown
1990,Avasara Police 100,unknown
1990,Mallu Vetti Minor,unknown
1990,Michael Madana Kama Rajan,unknown
1990,Sathriyan,unknown
1990,Vaigasi Poranthachu,unknown
1990,Thangaikku Oru Thalattu,unknown
1990,Nadigan,unknown
1990,Ethir Kaatru,unknown
1990,Raja Kaiya Vacha,unknown
1990,Engal Swamy Ayyappan,unknown
1991,Gnana Paravai,unknown
1991,Sigaram,unknown
1991,Vaa Arugil Vaa,unknown
1991,Dharma Dorai,unknown
1991,Perum Pulli,unknown
1991,Thaiyalkaran,unknown
1991,Vanakkam Vathiyare,unknown
1991,Namma Ooru Mariamma,unknown
1991,Nanbargal,unknown
1991,Irumbu Pookkal,unknown
1991,Chithirai Pookkal,unknown
1991,Uruvam,unknown
1991,Vetri Padigal,unknown
1991,Gopura Vasalile,unknown
1991,Pudhu Manithan,unknown
1991,Chinna Thambi,unknown
1991,En Rasavin Manasile,unknown
1991,Adhikari,unknown
1991,Captain Prabhakaran,unknown
1991,Pavunnu Pavunuthan,unknown
1991,Karpoora Mullai,unknown
1991,Marikozhundhu,unknown
1991,Aatha Un Koyilile,unknown
1991,Kaaval Nilayam,unknown
1991,Idhaya Vaasal,unknown
1991,Cheran Pandiyan,unknown
1991,Pudhiya Raagam,unknown
1991,Sendhoora Devi,unknown
1991,Ayul Kaithi,unknown
1991,Archana IAS,unknown
1991,Pondatti Pondattithan,unknown
1991,Vaidehi Kalyanam,unknown
1991,Azhagan,unknown
1991,Anbu Sangili,unknown
1991,Jenma Natchathiram,unknown
1991,Idhayam,unknown
1991,MGR Nagaril,unknown
1991,Kizhakku Karai,unknown
1991,Nattukku Oru Nallavan,unknown
1991,Marupakkam,unknown
1991,Bramma,unknown
1991,Guna,unknown
1991,Moondrezhuthil En Moochirukkum,unknown
1991,Thalattu Ketkuthamma,unknown
1991,Putham Pudhu Payanam,unknown
1991,Thangamana Thangachi,unknown
1991,Rasathi Varum Naal,unknown
1991,Thayamma,unknown
1992,Amaran,unknown
1992,Brahmachari,unknown
1992,Chinna Gounder,unknown
1992,Ilavarasan,unknown
1992,Mannan,unknown
1992,Pandithurai,unknown
1992,Rickshaw Mama,unknown
1992,Sundara Kandam,unknown
1992,Vanna Vanna Pookkal,unknown
1992,Chinna Thayee,unknown
1992,Agni Paarvai,unknown
1992,Rendu Pondatti Kaavalkaaran,unknown
1992,Thambi Pondatti,unknown
1992,Unnai Vaazhthi Paadugiren,unknown
1992,Sugamana Sumaigal,unknown
1992,Periya Gounder Ponnu,unknown
1992,Government Mappillai,unknown
1992,Naangal,unknown
1992,Thanga Manasukkaran,unknown
1992,Innisai Mazhai,unknown
1992,Unna Nenachen Pattu Padichen,unknown
1992,Singaravelan,unknown
1992,Therku Theru Machan,unknown
1992,Bharathan,unknown
1992,Chembaruthi,unknown
1992,Nadodi Thendral,unknown
1992,Chinnavar,unknown
1992,Chinna Pasanga Naanga,unknown
1992,Oor Mariyadhai,unknown
1992,Nadodi Pattukkaran,unknown
1992,Unakkaga Piranthen,unknown
1992,Vaaname Ellai,unknown
1992,Idhuthanda Sattam,unknown
1992,Aavarampoo,unknown
1992,Idhu Namma Bhoomi,unknown
1992,Sevagan,unknown
1992,Annamalai,unknown
1992,Magudam,unknown
1992,Suyamariyadhai,unknown
1992,Pattathu Raani,unknown
1992,Roja,unknown
1992,Thalaivasal,unknown
1992,Deiva Vaakku,unknown
1992,Ellaichami,unknown
1992,Pangali,unknown
1992,Samundi,unknown
1992,David Uncle,unknown
1992,Kaviya Thalaivan,unknown
1992,Pandiyan,unknown
1992,Thevar Magan,unknown
1992,Thirumathi Palanisamy,unknown
1992,Onna Irukka Kathukanum,unknown
1992,Abhirami,unknown
1992,Neenga Nalla Irukkanum,unknown
1992,Villu Pattukaran,unknown
1992,Natchathira Nayagan,unknown
1992,Solaiyamma,unknown
1992,Meera,unknown
1993,Aadhityan,unknown
1993,Chinna Mapillai,unknown
1993,Jathi Malli,unknown
1993,Maamiyar Veedu,unknown
1993,Marupadiyum,unknown
1993,Mutrugai,unknown
1993,Walter Vetrivel,unknown
1993,Chinna Kannamma,unknown
1993,En Idhaya Rani,unknown
1993,Manikuyil,unknown
1993,Ejamaan,unknown
1993,Madurai Meenakshi,unknown
1993,Amma Ponnu,unknown
1993,Enga Thambi,unknown
1993,Pon Vilangu,unknown
1993,Kalaignan,unknown
1993,Aranmanai Kili,unknown
1993,Ponnumani,unknown
1993,Ulle Veliye,unknown
1993,Vedan,unknown
1993,Porantha Veeda Puguntha Veeda,unknown
1993,Idhaya Nayagan,unknown
1993,Pudhiya Mugam,unknown
1993,Gokulam,unknown
1993,Rajadhi Raja Raja Kulothunga Raja Marthanda Raja Gambeera Kathavaraya Krishna Kamarajan,unknown
1993,Uzhaippali,unknown
1993,Kattalai,unknown
1993,Nallathe Nadakkum,unknown
1993,Thanga Pappa,unknown
1993,Naan Pesa Ninaipathellam,unknown
1993,Dharma Seelan,unknown
1993,Athma,unknown
1993,Gentleman,unknown
1993,Maravan,unknown
1993,Udan Pirappu,unknown
1993,Valli,unknown
1993,Moondravadhu Kann,unknown
1993,Dhool Parakuthu,unknown
1993,I Love India,unknown
1993,Karpagam Vanthachu,unknown
1993,Parvathi Ennai Paradi,unknown
1993,Enga Muthalali,unknown
1993,Kattabomman,unknown
1993,Kilipetchu Ketkava,unknown
1993,Sabash Babu,unknown
1993,Thiruda Thiruda,unknown
1993,Uzhavan,unknown
1993,Kathirukka Neramillai,unknown
1993,Purusha Lakshanam,unknown
1993,Rojavai Killathe,unknown
1993,Airport,unknown
1993,Kizhakke Varum Paattu,unknown
1993,Sendhoorapandi,unknown
1994,Amaidhi Padai,unknown
1994,Mahanadi,unknown
1994,Rajakumaran,unknown
1994,Ravanan,unknown
1994,Sethupathi IPS,unknown
1994,Sindhu Nathi Poo,unknown
1994,Siragadikka Aasai,unknown
1994,Vaanga Partner Vaanga,unknown
1994,Veetla Visheshanga,unknown
1994,Subramaniya Swamy,unknown
1994,Kaviyam,unknown
1994,Aranmanai Kaavalan,unknown
1994,Captain,unknown
1994,Magalir Mattum,unknown
1994,Pondattiye Deivam,unknown
1994,Uzhiyan,unknown
1994,En Rajangam,unknown
1994,Honest Raj,unknown
1994,Sakthivel,unknown
1994,Varavu Ettana Selavu Pathana,unknown
1994,Veera,unknown
1994,Vandicholai Chinraasu,unknown
1994,Vaa Magale Vaa,unknown
1994,Duet,unknown
1994,Jai Hind,unknown
1994,Namma Annachi,unknown
1994,Priyanka,unknown
1994,Pathavi Pramanam,unknown
1994,Sevatha Ponnu,unknown
1994,Manasu Rendum Pudhusu,unknown
1994,Seevalaperi Pandi,unknown
1994,Maindhan,unknown
1994,Rasigan,unknown
1994,Chinna Madam,unknown
1994,Mettupatti Mirasu,unknown
1994,Vietnam Colony,unknown
1994,Kanmani,unknown
1994,Senthamizh Selvan,unknown
1994,Thamarai,unknown
1994,Sarigamapadani,unknown
1994,En Aasai Machan,unknown
1994,Killadi Mappillai,unknown
1994,May Madham,unknown
1994,Sathyavan,unknown
1994,Thai Maaman,unknown
1994,Veeramani,unknown
1994,Kadhalan,unknown
1994,Ilaignar Ani,unknown
1994,Jallikattu Kaalai,unknown
1994,Mani Rathnam,unknown
1994,Nammavar,unknown
1994,Nattamai,unknown
1994,Pavithra,unknown
1994,Periya Marudhu,unknown
1994,Karuththamma,unknown
1994,Nila,unknown
1994,Thaai Manasu,unknown
1994,Atha Maga Rathiname,unknown
1994,Manju Virattu,unknown
1994,Chinna Pulla,unknown
1994,Vanaja Girija,unknown
1995,Karuppu Nila,unknown
1995,Engirundho Vandhan,unknown
1995,Baashha,unknown
1995,Kattumarakaran,unknown
1995,Naan Petha Magane,unknown
1995,Oru Oorla Oru Rajakumari,unknown
1995,Sathi Leelavathi,unknown
1995,Veluchami,unknown
1995,Paattu Padava,unknown
1995,Valli Vara Pora,unknown
1995,Deva,unknown
1995,Muthu Kaalai,unknown
1995,Thottil Kuzhandhai,unknown
1995,Chinna Mani,unknown
1995,Manathile Oru Paattu,unknown
1995,Puthiya Aatchi,unknown
1995,Thondan,unknown
1995,Aanazhagan,unknown
1995,Ellame En Rasathan,unknown
1995,En Pondatti Nallava,unknown
1995,Karnaa,unknown
1995,Lucky Man,unknown
1995,Pasumpon,unknown
1995,Chinna Vathiyar,unknown
1995,Indira,unknown
1995,Nandhavana Theru,unknown
1995,Thirumoorthy,unknown
1995,Chellakannu,unknown
1995,Murai Maman,unknown
1995,Avatharam,unknown
1995,Villadhi Villain,unknown
1995,Thamizhachi,unknown
1995,Marumagan,unknown
1995,Gandhi Pirantha Mann,unknown
1995,Paattu Vaathiyar,unknown
1995,Chakravarthy,unknown
1995,Rajavin Parvaiyile,unknown
1995,Mayabazar,unknown
1995,Vishnu,unknown
1995,Nadodi Mannan,unknown
1995,Aasai,unknown
1995,Mr. Madras,unknown
1995,Kolangal,unknown
1995,Sindhu Bath,unknown
1995,Mannukku Mariyadhai,unknown
1995,Thaikulame Thaikulame,unknown
1995,Chandralekha,unknown
1995,Kuruthipunal,unknown
1995,Muthu,unknown
1995,Neela Kuyil,unknown
1995,Ragasiya Police,unknown
1995,Seethanam,unknown
1995,Ayudha Poojai,unknown
1995,Maaman Magal,unknown
1995,Jameen Kottai,unknown
1995,Varraar Sandiyar,unknown
1995,Murai Mappillai,unknown
1995,Thotta Chinungi,unknown
1995,Mannai Thottu Kumbidanum,unknown
1995,Dear Son Maruthu,unknown
1996,Aruva Velu,unknown
1996,Coimbatore Mappillai,unknown
1996,Kizhakku Mugam,unknown
1996,Love Birds,unknown
1996,Parambarai,unknown
1996,Thayagam,unknown
1996,Thirumbi Paar,unknown
1996,Ullathai Allitha,unknown
1996,Vaanmathi,unknown
1996,Mahaprabhu,unknown
1996,Meendum Savithri,unknown
1996,Nattupura Pattu,unknown
1996,Poove Unakkaga,unknown
1996,Musthaffaa,unknown
1996,Kalloori Vaasal,unknown
1996,Vaazhga Jananayagam,unknown
1996,Summa Irunga Machan,unknown
1996,Vasantha Vaasal,unknown
1996,Irattai Roja,unknown
1996,Mappillai Manasu Poopola,unknown
1996,Maanbumigu Maanavan,unknown
1996,Kaalam Maari Pochu,unknown
1996,Sengottai,unknown
1996,Indian,unknown
1996,Aavathum Pennale Azhivathum Pennale,unknown
1996,Anthimanthaarai,unknown
1996,Katta Panchayathu,unknown
1996,Krishna,unknown
1996,Avathara Purushan,unknown
1996,Kadhal Kottai,unknown
1996,Sundara Purushan,unknown
1996,Poovarasan,unknown
1996,Enakkoru Magan Pirappan,unknown
1996,Vishwanath,unknown
1996,Kadhal Desam,unknown
1996,Mettukudi,unknown
1996,Sivasakthi,unknown
1996,Subash,unknown
1996,Tata Birla,unknown
1996,Andha Naal,unknown
1996,Thuraimugam,unknown
1996,Alexander,unknown
1996,Avvai Shanmughi,unknown
1996,Gokulathil Seethai,unknown
1996,Kalki,unknown
1996,Mr. Romeo,unknown
1996,Nethaji,unknown
1996,Senathipathi,unknown
1996,Gopala Gopala,unknown
1996,Purushan Pondatti,unknown
1996,Selva,unknown
1996,Karuppu Roja,unknown
1997,Sakthi,unknown
1997,Iruvar,unknown
1997,Minsara Kanavu,unknown
1997,Periya Thambi,unknown
1997,Bharathi Kannamma,unknown
1997,Kaalamellam Kadhal Vaazhga,unknown
1997,Ettupatti Rasa,unknown
1997,Vaimaye Vellum,unknown
1997,Mannava,unknown
1997,Mappillai Gounder,unknown
1997,Arunachalam,unknown
1997,Thaali Pudhusu,unknown
1997,Dhinamum Ennai Gavani,unknown
1997,Raasi,unknown
1997,Vallal,unknown
1997,Love Today,unknown
1997,Pongalo Pongal,unknown
1997,Ullaasam,unknown
1997,Pasamulla Pandiyare,unknown
1997,Devathai,unknown
1997,Suryavamsam,unknown
1997,Nattupura Nayagan,unknown
1997,Once More,unknown
1997,V. I. P ,unknown
1997,Nandhini,unknown
1997,Pagaivan,unknown
1997,Kadhal Palli,unknown
1997,Periya Idathu Mappillai,unknown
1997,Raman Abdullah,unknown
1997,Abhimanyu,unknown
1997,Kalyana Vaibhogam,unknown
1997,Nerrukku Ner,unknown
1997,Ganga Gowri,unknown
1997,Aahaa Enna Porutham,unknown
1997,Samrat,unknown
1997,Aahaa,unknown
1997,Periya Manushan,unknown
1997,Porkkaalam,unknown
1997,Ratchagan,unknown
1997,Thedinen Vanthathu,unknown
1997,Vasuki,unknown
1997,Thadayam,unknown
1997,Kadavul,unknown
1997,Roja Malare,unknown
1997,Arasiyal,unknown
1997,Poochudava,unknown
1997,Kadhalukku Mariyadhai,unknown
1997,Pudhalvan,unknown
1998,Moovendhar,unknown
1998,Kizhakkum Merkkum,unknown
1998,Maru Malarchi,unknown
1998,Ponmanam,unknown
1998,Ulavuthurai,unknown
1998,Udhavikku Varalaamaa,unknown
1998,Sundara Pandian,unknown
1998,Swarnamukhi,unknown
1998,Kaadhal Mannan,unknown
1998,Vaettiya Madichu Kattu,unknown
1998,Ini Ellam Sugame,unknown
1998,Santhosham,unknown
1998,Ninaithen Vandhai,unknown
1998,Kaathala Kaathala,unknown
1998,Ponnu Velayira Bhoomi,unknown
1998,Jeans,unknown
1998,Aval Varuvala,unknown
1998,Harichandra,unknown
1998,Iniyavale,unknown
1998,Golmaal,unknown
1998,Priyamudan,unknown
1998,Natpukkaga,unknown
1998,Dharma,unknown
1998,Sandhippoma,unknown
1998,Sollamale,unknown
1998,Nilaave Vaa,unknown
1998,Unnidathil Ennai Koduthen,unknown
1998,Ellame En Pondattithaan,unknown
1998,Kannedhirey Thondrinal,unknown
1998,Senthooram,unknown
1998,Unnudan,unknown
1998,Desiya Geetham,unknown
1998,En Uyir Nee Thaane,unknown
1998,Urimai Por,unknown
1998,Pudhumai Pithan,unknown
1998,Ponmaanai Thedi,unknown
1998,Gurupaarvai,unknown
1998,Uyirodu Uyiraga,unknown
1998,Kannathal,unknown
1998,Pooveli,unknown
1998,Thalaimurai,unknown
1998,Cheran Chozhan Pandian,unknown
1998,Kaadhal Kavithai,unknown
1998,Sivappu Nila,unknown
1999,The Terrorist,unknown
1999,Suriya Paarvai,unknown
1999,Housefull,unknown
1999,Ponnu Veetukkaran,unknown
1999,Thulladha Manamum Thullum,unknown
1999,Ninaivirukkum Varai,unknown
1999,Unnaithedi,unknown
1999,En Swasa Kaatre,unknown
1999,Ethirum Pudhirum,unknown
1999,Endrendrum Kadhal,unknown
1999,Annan,unknown
1999,Padayappa,unknown
1999,Monisha En Monalisa,unknown
1999,Periyanna,unknown
1999,Nilave Mugam Kaattu,unknown
1999,Poomagal Oorvalam,unknown
1999,Vaali,unknown
1999,Annan Thangachi,unknown
1999,Anantha Poongathe,unknown
1999,Nenjinile,unknown
1999,Kadhalar Dhinam,unknown
1999,Anthapuram,unknown
1999,Sangamam,unknown
1999,Suyamvaram,unknown
1999,Viralukketha Veekkam,unknown
1999,Rojavanam,unknown
1999,Kanave Kalaiyadhe,unknown
1999,Malabar Police,unknown
1999,Ponvizha,unknown
1999,Poovellam Kettuppar,unknown
1999,Nee Varuvai Ena,unknown
1999,Amarkalam,unknown
1999,Jodi,unknown
1999,Minsara Kanna,unknown
1999,Unakkaga Ellam Unakkaga,unknown
1999,Manaivikku Mariyadhai,unknown
1999,Mugam,unknown
1999,Suryodayam,unknown
1999,Jayam,unknown
1999,Hello,unknown
1999,Kannupada Poguthaiya,unknown
1999,Mudhalvan,unknown
1999,Pudhu Kudithanam,unknown
1999,Taj Mahal,unknown
1999,Sundari Neeyum Sundaran Naanum,unknown
1999,Sivan,unknown
1999,Thirupathi Ezhumalai Venkatesa,unknown
1999,Unnaruge Naan Irundhal,unknown
1999,Azhagarsamy,unknown
1999,Sethu,unknown
1999,Aasaiyil Oru Kaditham,unknown
1999,Manam Virumbuthe Unnai,unknown
2000,Kannukkul Nilavu,unknown
2000,Vaanathaippola,unknown
2000,Eazhaiyin Sirippil,unknown
2000,Good Luck,unknown
2000,Annai,unknown
2000,Hey Ram,unknown
2000,Mugavaree,unknown
2000,Kakkai Siraginilae,unknown
2000,Alaipayuthey,unknown
2000,Rajakaali Amman,unknown
2000,Sandhitha Velai,unknown
2000,Vallarasu,unknown
2000,James Pandu,unknown
2000,Athey Manithan,unknown
2000,Kandukondain Kandukondain,unknown
2000,Kandha Kadamba Kathir Vela,unknown
2000,Kushi,unknown
2000,Unnai Kodu Ennai Tharuven,unknown
2000,Magalirkkaga,unknown
2000,Karisakattu Poove,unknown
2000,Appu,unknown
2000,Ennamma Kannu,unknown
2000,Vetri Kodi Kattu,unknown
2000,Pennin Manathai Thottu,unknown
2000,Koodi Vazhnthal Kodi Nanmai,unknown
2000,Kuberan,unknown
2000,Unakkaga Mattum,unknown
2000,Doubles,unknown
2000,Parthen Rasithen,unknown
2000,Maayi,unknown
2000,Bharathi,unknown
2000,Chinna Chinna Kannile,unknown
2000,Sabhash,unknown
2000,Budget Padmanabhan,unknown
2000,Rhythm,unknown
2000,Karuvelam Pookkal,unknown
2000,Uyirile Kalanthathu,unknown
2000,Kannukku Kannaga,unknown
2000,Palayathu Amman,unknown
2000,Priyamaanavale,unknown
2000,Thenali,unknown
2000,Vaanavil,unknown
2000,Seenu,unknown
2000,Anbudan,unknown
2000,Vanna Thamizh Pattu,unknown
2000,Snegithiye,unknown
2000,En Sakhiye,unknown
2000,Ennavale,unknown
2000,Manu Needhi,unknown
2000,Nee Enthan Vaanam,unknown
2001,Dheena,unknown
2001,Friends,unknown
2001,Looty,unknown
2001,Vaanchinathan,unknown
2001,Nila Kaalam,unknown
2001,Engalukkum Kaalam Varum,unknown
2001,Ullam Kollai Poguthae,unknown
2001,Minnale,unknown
2001,Piriyadha Varam Vendum,unknown
2001,Rishi,unknown
2001,Thaalikaatha Kaaliamman,unknown
2001,En Purushan Kuzhandhai Maadhiri,unknown
2001,Paarvai Ondre Podhume,unknown
2001,Vinnukum Mannukum,unknown
2001,Badri,unknown
2001,Dumm Dumm Dumm,unknown
2001,Little John,unknown
2001,Seerivarum Kaalai,unknown
2001,Middle Class Madhavan,unknown
2001,Aanandham,unknown
2001,Sonnal Thaan Kathala,unknown
2001,Citizen,unknown
2001,Krishna Krishna,unknown
2001,Kunguma Pottu Gounder,unknown
2001,Love Channel,unknown
2001,Lovely,unknown
2001,Dhill,unknown
2001,Star,unknown
2001,Super Kudumbam,unknown
2001,Kutty,unknown
2001,Viswanathan Ramamoorthy,unknown
2001,Poovellam Un Vasam,unknown
2001,Vedham,unknown
2001,Samudhiram,unknown
2001,Chocklet,unknown
2001,Alli Thandha Vaanam,unknown
2001,Veettoda Mappillai,unknown
2001,Pandavar Bhoomi,unknown
2001,12B,unknown
2001,Mitta Miraasu,unknown
2001,Aalavandhan,unknown
2001,Kaatrukkenna Veli,unknown
2001,Kasi,unknown
2001,Manadhai Thirudivittai,unknown
2001,Nandha,unknown
2001,Paarthale Paravasam,unknown
2001,Ponnana Neram,unknown
2001,Shahjahan,unknown
2001,Thavasi,unknown
2001,Azhagana Naatkal,unknown
2001,Kadal Pookkal,unknown
2001,Majunu,unknown
2002,Alli Arjuna,unknown
2002,Azhagi,unknown
2002,Pammal K. Sambandam,unknown
2002,Punnagai Desam,unknown
2002,Red,unknown
2002,Vivaramana Aalu,unknown
2002,Angala Parameswari,unknown
2002,Mangalyam,unknown
2002,Shakalaka Baby,unknown
2002,Dhaya,unknown
2002,Kannathil Muthamittal,unknown
2002,Charlie Chaplin,unknown
2002,Roja Koottam,unknown
2002,Gemini,unknown
2002,Thamizh,unknown
2002,Thamizhan,unknown
2002,Varushamellam Vasantham,unknown
2002,Thulluvadho Ilamai,unknown
2002,Unnai Ninaithu,unknown
2002,Pesadha Kannum Pesume,unknown
2002,123,unknown
2002,Devan,unknown
2002,Ezhumalai,unknown
2002,Panchathanthiram,unknown
2002,Raja,unknown
2002,Samurai,unknown
2002,Hey! Nee Romba Azhaga Irukke,unknown
2002,Youth,unknown
2002,Karmegam,unknown
2002,Baba,unknown
2002,Ivan,unknown
2002,Naina,unknown
2002,Sundhara Travels,unknown
2002,Run,unknown
2002,King,unknown
2002,Arputham,unknown
2002,En Mana Vaanil,unknown
2002,Maaran,unknown
2002,Namma Veetu Kalyanam,unknown
2002,Samasthanam,unknown
2002,Five Star,unknown
2002,University,unknown
2002,Andipatti Arasampatti,unknown
2002,Bagavathi,unknown
2002,Kadhal Azhivathillai,unknown
2002,Padai Veetu Amman,unknown
2002,Ramana,unknown
2002,Villain,unknown
2002,April Maadhathil,unknown
2002,I Love You Da,unknown
2002,Mutham,unknown
2002,Bala,unknown
2002,Mounam Pesiyadhe,unknown
2002,Kadhal Virus,unknown
